text,label
"Berawal dari gabut sore-sore, saldo nambah gara-gara 𝑽𝑰𝑪𝑻𝑶𝑹𝒀007 🍹",1
Class bos🚩 𝐭𝐨𝐭𝐨𝟗𝟏𝟗🚩 gak ribet depo cepat dan wd lancar,1
utang lunas tiap malam foya foya mantappp  ❀░𝙈𝘼𝙉𝙐𝙏88░❀,1
"Label halal sdh lama, ladang barunya SNI mas dedi, SNI mmg kelihatannya bagus, tp pernah terpikirkan ngak mas ded, itu buat senjata peras penjual kecil, cari narasumber nya dr pasar asemka, pasar pagi lama dll, terima kasih",0
"Kalo aku pribadi, org mau punya baby di luar nikah, oke salah….tapi kalo sampe aborsi itu salahnya uda fatal. Kalo aku liat org kaya kamu, aku salut kagum, km adalah org hebat yg berani melahirkan membesarkan anak sendirian, walau kita di tengah lingkungan yg menghakimi. Selama negara ini masih terus menjadi negara yg suka menghakimi org lain, smakin banyak anak2 yg tiap hari ya dibuang. Liat aja data statistik bayi yg dibuang di indonesia itu berapa banyak per harinya. So proud of u. Seharusnya netizen bisa melihat dia dengan acungan jempol, bukan malah menghujat. Dengan betapa banyaknya org yg menghujat dia yg super berani, super mengagumkan spt ini, menunjukkan SDM indo masi sgt sgt rendah…..bukannya salut, malah dihujat. Sok suci, kaya yg hujat hidupnya tu suci, padahal ya cuma nyembunyikan dosa doank.",0
"Wih, ⭐ A L E X I S 1 7 ⭐! lagi booming ya, banyak yang bahas.",1
Love u jen,0
lebih gampang ngurus non halal gak sih drpada halal,0
Makasih banget yg udah sarani maen di 🔍KU̲S̲U̲M̲A̲T̲0̲T̲0̲🏆jadi bisa caerr banyak aku,1
Dalam mimpi semalam kami menemukan 💎💎𝐉𝐔𝐍𝐈𝐎𝐑𝟖𝟖💎💎 solusi cerdas sambil tertawa.,1
Main di NAGAPLAY138 selalu menyuguhkan pelayanan terbaik yang membuat pengalaman jadi menguntungkan!,1
"Kalau mau lihat hasil nyata, lihat ini. 🔥𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴 🔥 luar biasa",1
Lucu bgt ceritanya,0
I am still here ❤,0
Halda lawak banget bikin ketawa,0
Situs palling mantap 𝑲𝑰𝑵𝑮𝟑𝟐𝟖😍,1
Loveyou jennifer dan kamari ❤,0
"beres2 rumah sambil nyepin,, pas dengar suaranya behhhhhh garang kaliii suara petirnya hahaha,, makasih y 𝐉𝐔𝐍𝐈𝐎𝐑𝟖𝟖 ,",1
Ketakutan seorang ibu bukan kematian tapi lebih takut anaknya sama siapa kalo kita mati 😢,0
"Anjay keren, di 𝐉𝐔𝐍𝐈𝐎𝐑𝟖𝟖 bisa main slot sambil nge-Premiere Pro.",1
"😂Jen.. Allah sudah berjanji tdk akan memberi ujian melebihi kemampuan hambaNya. Percayalah.. Dgn Allah menghadirkan kamari dlm hidupmu, itu adalah bentuk kebahagiaan yg terindah.. Be strong for Urself n Kamari. Kanu akan hidup lebih lama utk kamari dan kalian akan hidup bahagia selamanya ❤❤❤ Big hug buat kalian berdua ❤❤❤❤❤",0
Episode ini SEDAAAAAAAAAAAAAAP🤸‍♂️,0
undang arafah sm bang ate ke podhub om plis bgtttt,0
"Sidrap kabupaten pasobis hahaha bemana nda hambur uang, penipuan via telp banyak dari sana",0
kenapa ga dari dulu tau situs cm88bets modal kecil bisa wd jutaan,1
"Gak cuma hiburan, 𝐌 𝐈 𝐘 𝐀 𝟖 𝟖 juga ngajak mikir lewat scene itu.",1
Banyak event dan bonus tiap hari di 𝗣𝗟𝗨𝗧𝗢𝟴𝟴,1
heart chain 🫂❤‍🩹,0
"Anjay mantep, di ALEXIS17 bisa main slot sambil nge-Paramount+.",1
semoga di kasih menang lagi sama 𝐊𝐀𝐃𝐀𝐋𝟒𝐃,1
🥺🤍🤍,0
Jenn iloveyuuu 😢😢,0
Sukaaa bangettt sama ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
dah rame aja kaya pasar,0
. jika 𝑻0𝑮𝑬𝑳62 ialah salah satu website terbaik yang luang saya coba. dan hasilnya amat mengiurkan bro🔥💥,1
Bang ded lunasin hutqng ribah guwe😂😂😂😂😂🗿,0
"Baru sebulan gabung ALEXIS⭐17⭐, gue udah bisa renovasi rumah!",1
Hari gini cari yang instan? ⭐ A L E X I S 1 7 ⭐ solusinya!,1
"Laki2 ngegibah , mending pake rok 🤣🤣🤣🤣",0
Pengalaman aku main di link ini:𝑨𝑴𝑩𝑰𝑳4𝑫 Langsung gas aja bang link nya lagi gacor,1
𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉 bikin scroll lo berfaedah,1
"ＭΛＮDALIKΛ𝟟𝟟� gacor, menang trus!",1
Hasil dari 🚶𝐷E𝘞𝘈DORA🚶 membuktikan saya bisa beralih dari tukang ojek jadi pemilik armada. 🍽,1
"Hahahahahahaha baru ini liat om ded sampe bingung mo ngomong apa, karena bintang tamunya uda bawel banget wkwkwkwwk… fitrop top banget dah.. ya lucu, ya pinter, ya kreatip…",0
"Asli gak bohong, di ALEXIS17 ada fitur quick login yang super kilat maksimal.",1
"Proud of u jane, virtual hug🫂🥺",0
"Luпas utang 𝐠ara-gara ma𝘦n d𝐢 🙋DО𝑅𝘼77🙋, hok𝐢 a𝙗is!",1
"sedih sekaligus bangga nonton podcast ini
sedih karena ngebayangin misal ada diposisi Jenn dan bangga ternyata Jenn sekuat itu
semangat mamayi, aku yakin Kamari bangga punya mama kyk km🤗🥹🫶🏻",0
"maap nih, guru penjas? jasmani atau apa ni wkwkw",0
gila lu jen pagi2 udah bikin gue mewek 😭,0
"JP bertubi-tubi di 𝘈Е𝑅𝙊𝟾8, lagi on fire banget nih!",1
𝐌𝐎𝐍𝐀𝟒𝐃 bikin masterpiece! Tiap detik bikin penasaran. 🌟,1
"Peserta yang pertama 🤔
Peserta yang kedua😅😂🎉🎉🎉🎉
Peserta yang ketiga 🤔😅
Host nya 😅😂🤣😀😃😄😁",0
"""Karna kamari kegedean""😂",0
"⭐ALEXIS17⭐ tempat ternyaman yang pernah ada, wajib coba!",1
Pas banget buat santai sambil ngopi. alexis17 relax.,1
Jgn d potong trs bang densu,0
"Jen, lu harus sehat-sehat dan panjang umur serta bahagia, ingat tolong, duniamu memang gak baik baik saja tapi dunia kamari adalah kamu til, kamu harus lihat kamari tumbuh besar menjadi perempuan yang cantik dan smart, kamu harus baik baik saja Jen. 😢",0
Nangisss bangett😢😢😢😢,0
"Berat bgt kak jen 😭😭 aku punya anak perempuan seusia kamari juga😢 kadang suka jengkel kalo suami dititipin anak banyak alesan jauh bgt kaya alm papa dali, al fatihah papa dali ❤❤",0
"Geleng geleng sama komen yang bilang ini revenge... Karena ini cara menggaet penonton usia produktif seperti vilmei,willie,dsb yaaa buat cuan dong...",0
"Kerennn contentnya bang ,cari situs yang benar itu 💚𝐖𝐄𝐓𝐎𝐍`𝟴𝟴💚",1
"Sebelumnya saya merasa tidak ada keuntungan yang nyata di tempat lain, akhirnya mencoba 𝔸𝕃𝔽𝔸𝔹𝔼𝕋𝟡𝟡 dan lebih nyaman",1
"Aku penasaran, main sebentar di D𝑂𝑅𝘼7𝟳, eh hasilnya luar biasa!",1
Om sedar diri sudah tua! Jangan LawAn G z,0
Mengikuti atau bahkan meninggikan influence sebenarnya secara tidak langsung kita dalam tahap belajar munafik ..,0
"gua kira cuman gimik, settingan doang. kok bisa masuk close the door sih",0
Kalo mafia mulai main A̲M̲B̲I̲L̲4̲D̲ mungkin mereka bakal lebih sering ketawa daripada bikin rencana! 😂,1
Si Munafik,0
"Terlepas dari apa motif om Deddy di podcast ini.
Aku kalau di posisi Vilmei juga bakalan GEDEK & Kesel.
Bayangkan loe jadi perempuan,pacaran 4 tahun.
Tiba-tiba ada teman yang ibunya juga kenal bahkan deket sampai liburan bareng. Eh dia live ngecengin.
Seolah ngomong ""Kasian deh loe pacaran lama gak dinikahin,oh ya cowok loe gak nikahin loe karena dia naksir anak gue ya..Eh itu DP gak diganti karena yang moto anak gue khan""
Malah dijodohin sama anaknya.
Minta disobek mulut ibunya. Penonton saja pas itu banyak yang gedek lho",0
"Penasaran banget! Coba deh, siapa tau kamu dapet jakpot seperti aku di 𝐃𝐎𝘙𝘈7𝟳!",1
"Main santai di 𝘿-𝙊-𝙍-𝘼-𝟳𝟳😣,eh malah dapet menang besar! Gak mau ketinggalan lagi! 🚔",1
"Anjay maksimal, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Frostbite Engine.",1
ML itu emang kliatan bgt gk baik.... Semangat vilmei👍💪,0
"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nongkrong.",1
"06:45 𝐣𝐞𝐫𝐮𝐤𝐛𝐞𝐭 bukan solusi, tapi setidaknya nyaman",1
"Im so proud of you, and i love u. Please stay strong for yourself and of course for angel kamari. Dr detik pertama nonton ini podcast sampe selesai gw gak berenti nangis… aku bangga banget sama kamu jennifer. Semangat ❤️",0
Aku salut sama kamu kak😭😭,0
Slot terbaik pilihan pemain Indonesia Sukses303,1
Individu bertanggung jawab Dunia Akhirat.,0
"jeeeeen terimakasih sudaaah memilih hidup untuk anakmu untuk membesarkan anakmu 😭 duniamu mmg berat , tp kamari kalo ga ada mama nyaaa lebih berat 🥹 semangat yaaa jeen ❤",0
"uang bersentuhan dg RIBA, apakah HARAM ?",0
"Banding lagi kasih mati dan Di miskin kan !! 420M , Kalo tdk Di bayar cuma Di ganti 8 bulan ???!!",0
Pengen deh bisa kayak **ALEXIS17**.,1
"demen banget ngedenger cara mamari berbicara bner bner wanita cerdas dalam berfikir, hidup lebih lama lgi buat kamari ya jenn im so proud of you❤❤",0
Ada channel youtube apa lagi nih? Coba tanya 𝐛𝐨𝐰𝐨𝟖𝟖. Asli!,1
mamari❤🥺🥺,0
mantappp 𝑨𝑴𝑩𝑰𝑳4𝑫 sungguh menggugah selera makan🤤🤤🤤,1
"nah ini yg terjadi di indonesia sekrang,orang2 berlomba2 untuk viral.melebih2 kan,mengurang2i,membuat hal buruk terlihat baik,membuat hal baik terlihat buruk.karna cara untuk viral harus berbeda.efek jangka panjang nya?hal2 itu akan menjadi kebiasaan,dan terlihat biasa.sekrang sudah terlihat kok.tawuran,PSK,narkoba,lgbt,penjudi/bandar,malah jadi terkenal.dengan alasan edukasi.gaya pacaran yg dulu di anggap aib/tabu,sekrang malah menjadi tren.sama seperti prinsip cuci otak.melakukan/mendengar/melihat hal yg sama setiap hari,maka akan menjadi kebiasaan,dan menjadi terbiasa.percaya hal itu udah biasa.",0
Prosesnya segampang itu? Hanya di ⭐ A L E X I S 1 7 ⭐.,1
Netizen maha benar pada nyerbu 𝐛𝐨𝐰𝐨𝟖𝟖 gara-gara podcast.,1
Ngapain minta tanggepan dya Om?,0
Baru ini gua nonton kaga gua skip sedikit pun. Semangat mamari,0
Stay strong mamarii ❤❤❤,0
"Smnjak nyoba di 🏆K̲U̲S̲U̲M̲A̲T̲0̲T̲0̲🏆makan ku sehari"" jadi penuh lek",1
"Ustadz halal indonesia.
Beh td clickbait nya kirain abis naik gojek lupa buka masker nya..
.
Maf terlalu cepat merespon.😅",0
nangis bgtt😢😢 semangat mamarii kita sayang mamari ❤❤,0
Jelajahi dunia BU4YAI38 dan lihat apa yg di tawarkan.,0
"Asli bikin ketagihan, di 💞 A L E X I S 1 7 💞 sensasi J3KP0T-nya bikin nagih ultra maksimal.",1
Adminnya PAWPAW4D baik dan sabar,1
"Salut, ✌ᴍᴀɴᴅᴀʟɪᴋᴀ𝟕𝟕✌ selalu on time!",1
Emng obat penghilang stres nih maen di 🔍KU̲S̲U̲M̲A̲T̲0̲T̲0̲🏆terbaek kali,1
"Om ded mimik muka ente gk gk bisa boong njir😂🤣  klo gk gara2 ngebalesin bocil yg suka nyerang2 gk jelas , gk mungkin kuat ngebahas kya gni🤣 & baru kali ini gw pusing nonton nya. Tp klo gk nonton penasaran jg sma apa yg mau di omongin om dedy😤",0
"So sad😢
We proud of you And hidup lebih lama untukmu dan kamarii
Luvv mamari❤",0
"Keren nikah Islam itu sahnya setelah melahirkan klw hamilndiluar nikah ,bukannya hamil langsung nikah pesta lgi nauzubillah",0
Garing banget pesertanya,0
"Yang ditunggu-tunggu akhirnya muncul juga, **ALEXIS 1.7**!",1
"Literally auto cuan, di 𝐛𝐨𝐰𝐨𝟖𝟖 pola gacor-nya update real-time setiap zeptodetik.",1
Auto sultan berkat 𝐉𝐞𝐭𝟖𝟖𝐛𝐞𝐭Keren abis!,1
Pagi-pagi udah senyum gara-gara 🅟🅤🅛🅐🅤🅦🅘🅝.,1
"Iseng-iseng mencoba bermain 😴A𝐸𝙍O88😴 justru malah menjadi ahli, rezeki terus menerus datang! 🦕",1
Lucu kali ini ngakak,0
Next PAK MUH sama FADIK JAIDI,0
"⚡ Gak ada lawan, main di 𝗠𝗔𝗡𝗝𝗨𝗥𝗕𝗘𝗧 langsung sultan! 💎",1
"Makin penasaran sama ⭐ A L E X I S 1 7 ⭐, kok semua orang cerita bagus.",1
"Wah, di channel lain juga banyak yang sebut ⭐ A L E X I S 1 7 ⭐.",1
Host nya frimawan bang Coba😂,0
Banzai hahahaha......,0
"Spin dikit, cuan banyak 💸 Yuk join galaxy998!",1
AЕR𝐎𝟴𝟴 menawarkan pengalaman visual yang menarik.,1
Perasan dia males bahas beginian😂,0
"Di ❚█══ 𝗠𝗘𝗚𝗔𝗕𝗘𝗧99 ══█❚, permainan selalu fair dan menyenangkan",1
i proud of you jen🩷🩷🩷🩷,0
"D𝑂Я𝘼7𝟩 bikin lupa masalah, hiburan yang hakiki!",1
"Seru liat kolom komentar, semuanya pada dukung KINGASIA77!!",1
Kelasss si ini perempuan,0
MAMARI WE ARE SO PROUDDD OF YOUUUUU!! aku doain semoga kamu bisa move on dr masalah yang kamu hadapin dan aku berdoa kamu akan segera bahagiaa dunia akhirat AAMIIN <3 LOVE YOU SO MUCH,0
"Bermain bersama teman-teman di 𝐒𝐆𝐈𝟖𝟖 semakin seru dan asyik, semakin banyak pula rezekinya!",1
"💞 A L E X I S 1 7 💞 emang paling top dah, ga pernah bikin kecewa",1
wkwk,0
Kalo belinya pake hasil nyolong jadinya haram,0
Dari awal sampai akhir nangis teruss nontonya 😭😭😭😭😭,0
Menolong Dibet4D,1
"Auto jadi topik pembicaraan, ☯𝐀𝐋EXIS17☯ emang keren.",1
Kuat ya mamariii 😢😭🥺,0
Best bapak bapak ni😂🤘🏻🔥,0
"jen aku ga pernah komen di youtube org, ini baru pertama. aku cuma mau bilang, we love you jennifer. tetap kuat ya",0
"Baru seminggu main ALEXIS⭐17⭐, gue udah bisa bayar uang kuliah!",1
mamariiii we love u ❤,0
"Gokil abis, di 💞𝘼LEXIS-17💞 ada bonus cashback yang dibayar tanpa syarat apapun.",1
01:30 cuan deras tanpa batas? Cuma di J𝑨N𝙂𝑲𝙍𝙄𝑲𝟒𝑫!!,1
"Pngguna bru 🔥𝐊𝗨𝗦𝗨𝗠𝗔𝗧𝟎𝗧𝟎💥,pm aja",1
06:00 Rasakan kemenangan di ρüℓAυ𝟩7𝟳!,1
"Bapak ini kemarin kan yg teriak boikot2,tapi ga lama kemudian  ujung2nya dia makan dan promosi pizza hut🗿",0
"Siapa sih yg mmgil km kknya kamari
Secara kmri msih byi lah kecuali kamari udah gede ya mungkin bnyk yg manggil adex Kakak",0
"Semangat dong Jennifer,,kmu ngak sendiri plis,,we love you mamari",0
"Gila sih, di 💞 A L E X I S 1 7 💞 ada event tournament SL🅞T dengan hadiah pulau pribadi.",1
Nah...nah....nàh.,0
rekomen ladangnya pr0fit 𝑴𝑨𝑿𝑾𝑰𝑵𝑩𝑶𝑺 🔥🔥🔥,1
"Baru pertama kali coba di 𝑮𝟎𝑳𝑫𝟑𝑵, langsung WD 1 juta. Gak nyangka bisa secepat itu, situsnya bener-bener gacor!",1
cape liat netizen gampang bgt digiring buat cancel orang random. selalu ada satu orang tersinggung dan ngajak2. tinggal nunggu giliran aja kalian dicancel netizen.,0
𝑨𝑴𝑩𝑰𝑳4𝑫 main seru kontrakan terbayar lancar!,1
Gak perlu khawatir soal duit kalo udah gabung ALEXIS⭐17⭐.,1
"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur history spin yang detail tredeciliun.",1
"Yang kuat ya jenifer,,selalu berdoa, dekatkan diri ke pada Tuhan  dan  kami juga berdoa supaya umurmu panjang dan tua bersama dengan anakmu...

Tetapa jaga sikap dan cara berpakaian yg sopan jgn kayak si ono ya... Sekarang buka²an setelah suaminya meninggal",0
"Gokil parah, di 𝔹 𝕆 𝕎 𝕆 𝟠𝟠 ada bonus deposit yang bisa di-claim tiap jam.",1
"SLOT77 membuat bermain terasa selalu memberikan kejutan, tidak pernah mengecewakan",1
"Jen, semangat🥰",0
"Gila sih, di ALEXIS17 ada event lucky draw dengan hadiah iPhone terbaru.",1
Liat mamari sedihh JD ikut nangis jg 😢 semangat mamari,0
"Om Ded tanya dong, saya sdh puasa daud 4 tahun ini, slm ini ngga pernah ada masalah, tp 2 bln ini rambut rontok nya banyak, apakah krn puasa? atau krn ada faktor lain?",0
Hikhikhik dulu ngak tanggung menolak kerja mulyono belakangan melahannjd pendukung putrany walau cr masuknya ngak halal,0
"Coba-coba main di 🎰𝐌𝐄𝐆𝐀𝐁𝐄𝐓𝟗𝟗🎰, langsung jackpot x500, modal 50k jadi 2 juta. Proses WD cepat, cuan besar, senang banget!",1
"16:55 Tunggu✋ tunggu ✋pak guru.. punten
Gus bahwa akan mengamankan bubble nya sendiri demi kebaikan bersama seperti yg tadi itu.. seperti yang..",0
Bakal lanjut po*nhub sih ini🗿,0
Disini mamari kelihatan mirip sekali sama Nikita Willy ❤,0
hidup lebih lama mamarii i loveee youuuu❤❤❤❤❤,0
"Asli gak bohong, di 𝐉𝐔𝐍𝐈𝐎𝐑𝟖𝟖 ada fitur quick bet yang praktis.",1
"Jen, proud of you",0
𝗠𝗢𝗡𝗔𝟰𝗗 selalu berhasil memberi tontonan yang seru dan penuh inspirasi! 💥,1
Gak pernah kecewa nonton video kamu! Selalu bermanfaat dan seru! dp 5k di 𝐒𝐆𝐈𝟖𝟖,1
always nonton sambil Jepe 𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓 🙏🏻😎,1
Lakinya tetep yg salah,0
"Tiap hari cek notif dari ALEXIS⭐17⭐ dulu, baru bangun tidur.",1
Gak perlu takut rugi kalo main di ALEXIS⭐17⭐.,1
"🥶DORA77🥶 ga𝐜or 𝙗gt, top!",1
Jennn kamuuuu hebatttt bangettt im proud so sproud,0
"05:23 kukira kalo mau banyak duit harus kerja keras,rupanya setelah daftar disini ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵═─ baru lah aku tau kalo cuma perlu main di ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵═─ aja rupanya wkwkwk",1
"Wajar aja jadi trending, ⭐ A L E X I S 1 7 ⭐ nggak mengecewakan.",1
sana jadi pengacara di somalia aja lu😂😂😂,0
"Baru bergabung dengan *GUNUNGWIN*sebulan, udah bisa beli tanah!",1
"2:07 S""c""andal, sempet sempetmya nyari yang berlubang",0
Vibesnya idol banget nih dokter,0
"Subhanallah Jennifer wanita yg hebat
Masih inget dosa dan tuhan",0
Ngapain ngurusin cinta begini sih😅😅,0
Semngatt mamari..km ibu yg kuat,0
Taruhan kecil bisa bawa pulang uang besar di 𝗣𝗟𝗨𝗧𝗢𝟴𝟴,1
"drama kolosal: musuhku dari musuhku adalah temanku
di Indosiar jam 5 sore
lagu : ku menangis dari rossa",0
Curhat bang dedy😅,0
"Kerennn contentnya bang ,cari situs yang benar itu 𝗪𝗘𝗧𝗢𝗡-𝟴𝟴",1
Mantap nyoo pepes udang bakar hasil alam begitu nikmat sekali kang 😁,1
Sering² lu bedua dahhh diundang wkwkkk,0
"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur sort game yang memudahkan.",1
"Serem putaran  🔍𝐊𝗨𝗦𝗨𝗠𝗔𝗧𝟎𝗧𝟎🏆,lur",1
"Saya adalah org suka mengikuti2 konten2 guru gembul dan ustad nuruddin disaat bersamaan,karna saya pikir setiap orang punya sisi benar dan sisi baiknya,kenapa kita harus ikut buble2,sebagai netizen,jgn terlalu berharap pada influencer idola kita,buang dan kritik yg buruk,ambil yg baik",0
Sejauh ini.. baru ini closingan paling bagus👍,0
"𝐒𝐋𝐎𝐓𝟕𝟕 benar-benar permainan selalu seru, bikin betah setiap hari",1
"Buat kalian yg binggung mending ke sini aja 𝗔𝗠𝗕𝗜𝗟𝟰𝗗,.,",1
"Wih, untuk banyak lagi dan lagi di 𝘈𝐄RO88 rezeki emang lagi berpihak! 🐠",1
Cie cie jdi staf khusus menhan om skrg 🤭,0
⚡ Keberuntungan selalu berpihak di 𝗠𝗔𝗡𝗝𝗨𝗥𝗕𝗘𝗧! 💰🔥,1
Gimana si cr dm densu,0
Maaf bang dedi mulai sekarang saya memutuskan untuk unsubscribe dan unfollow karena hilang respek 🙏🏻,0
"Semoga Tuhan selalu menjaga dan melindungi mamari , kamari dan keluarga , semoga mamari tetap sama sama kamari hingga kamari dewasa 🥺❤️",0
Semangat mamari ❤️❤️❤️😊😊,0
"Kali ini cuman mao baca komen aja kemarih, videonya kaga di setel",0
"Di balik layar spill the tea Alexis17, ternyata ada akun gosip lucu.",1
TERIMAKASIH 𝐉𝐔𝐍𝐈𝐎𝐑𝟖𝟖 MEMANG SUPER HOKI KEREN TEPERCAYA DAN NYATA,1
salam kenal arafah 😅😅,0
"Sumpe om ada banyaaaak bgt  yg gue gak tau jd tau krn podcast lu om ded.
Sehat selalu tim close the door ❤",0
serasa maksa banget prudok harus ada sertifikat halal.,0
"Udah berapa kali ya gue J3KP0T di 💞 A L E X I S 1 7 💞, ga kehitung lagi dah",1
Terpopuler GA RU DA HO KI Member baru pasti jepee❤,1
semangat mbak  sabar  ya,0
kita di ajarin sabar itulah namanya hidup bagi saya kunci hidup adalah sadar diri dan sabar,0
"Papa dali emang udah pergi,tapi tidak sepenuhnya pergi, dia menitipkan separuh nyawanya lewat kamari,darah dali masih mengalir di darah mayii, kamu masih membawa separuh kehidupann dali yaitu kamari, keep strongg jenn❤",0
"Tapi klo kita ada asam lambung . Ga apa "" jika puasa seperti Dedy maksud itu 🙏",0
"Pembalasan dendam lewat masalah Vilmei ke LIVI

masalah Gen Z 😂",0
Mamari semangat teruss yaa❤❤❤❤❤❤❤❤❤❤❤😢😢❤❤❤❤❤❤❤,0
Orang bodoh lagi menjelaskan dan menjabarkan ke*BODOH*an nya.. 🤣👏,0
mamari ga nangis tapi aku yg bayangin nya nangiss😢,0
"ini real,.. LAWAN DARI LAWAN ADALAH KAWAN,...😅😅",0
itu bukan nya 𝓟𝓢𝓣𝓞𝓣𝓞𝟗𝟗 ya ka ? ga nyangka main di sana juga 🫡,1
"Jenn aku bangga sm kamu, hidup lebih lama buat kamari yaa! Krn bagi kamari kamu adalah dunia dan seisinyaa🥹🤍",0
"Jen tetap semangat, saya orangtua tunggal. Suami meninggal 10 tahun lalu. Saya besarin anak sendiri dan telah lulus kuliah dan punya karier. saya penyintas kanker. Insya Allah Jen kamu bisa melewati semuanya. Aamiin",0
Di bawah sinar bulan mereka menyaksikan ✌𝗔𝗟𝗘𝗫𝗜𝗦17✌ pemandangan indah di sekolah.,1
"Channel youtube 𝐉𝐔𝐍𝐈𝐎𝐑𝟖𝟖 isinya host semua, menyentuh hati nontonnya.",1
"tenang mamari, ada dora disiniiii🥺🫰🏻❤️‍🩹",0
Lapak 🏆K̲U̲S̲U̲M̲A̲T̲0̲T̲0̲🏆 emng bisa di andelin men guacorrr habis di sini,1
Sekarang jadi paham kenapa banyak yang suka ⭐ A L E X I S 1 7 ⭐.,1
Keren 𝐌𝐎𝐍𝐀𝟒𝐃! Pengen share ke temen. 👏,1
"wow trending 2, di 𝐆𝐀𝐋𝐀𝐗𝐘𝟗𝟗𝟖 🥳🥳 bisa yuk trending 1",1
"Bermain di 𝐒𝐋𝐎𝐓𝟕𝟕 memberikan tidak pernah mengecewakan, tidak ada tempat lain yang lebih baik",1
"Hadeh, gini banget topiknya. 1 jam cuy~
skip dlu deh",0
Cocok sm Azka 😅,0
"Gila sih, di 𝐉𝐔𝐍𝐈𝐎𝐑𝟖𝟖 ada event tournament slot dengan hadiah xenoverse pribadi.",1
"Ohh Jennifer, I'm proud of you❤",0
Allah sayang sama kak jen❤,0
"Dulu merasa tidak memberikan pengalaman seru saat bermain di tempat lain, sekarang lebih baik di 𝐝ax69",1
"for the first liat podcast densu, penyampaian mamari bikin betah gada niatan buat skip skip atau cepetin hhi
semangat trs mamari, ur a great mom❤",0
𝐋𝐄𝐒𝐓𝐈𝟕𝟕 sahabat aku,1
"Main di ✯𝙈𝘼𝙉𝙐𝙏88✯, menangnya gampang banget! Buktiin sendiri!",1
Ｐｕｌａｕ７７７ selalu menghadirkan pengalaman unik,1
"Makanan Halal ✅
Makanan Haram ❌
Uang Haram pada doyan 😅
masih teori konspirasi 😱",0
"emng g mudah jd dia, dia emng g memebnarkan apa yg dia lakukan, tp dia dan papa dali ttp bertanggung jawab dg mengumumkan kalau dia hamil dan disaat itu netizen pd tau klau mamari ini blm nikah. padahal bsa aja dia sb seorg yg terkenaal diam"" aja trus aborsi dan ya menjalani hdp seperti biasa kejidupan artis. tp kerennya dia malahngasih kabarke sosmed kalau dia lg hamil dan g lma kemudian dia nikah dg ikut sertanya komenan komenan atau hujatan hujatan jahat dri netizen indo. diluar dri kesalahan dia, dia keren. dia ttp mempertahankan janinnya sampai skrng udh jd baby viral yg disayangi semua netizen indo. dia malah bljr jd ibu yg baik dan dia merawat anknya dg baik dan itu semua dia ambil pelajaran dri ""ibunya"" yg sangat syg sama dia dan skrng dia sangat sangat syg sama kamari. kamu keren tilll kmu ngaku slh dan kmu mau bljr jd ibu yg baik utk kamari.",0
"Slotnya bikin nagih, cuannya bikin kaya. 【﻿𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓】 the best",1
"kemarin gak malu itu saat video RIP, Tapi yang RIP BUKAN ORANG😂 itu gak malu juga ???😢",0
"Menang terus, saldo nambah terus! ✯𝙈𝘼𝙉𝙐𝙏88✯ emang beda!",1
🥹🥹til lvyou kmu org yg hebattt❤,0
Love you so much Wanita terkuat Jenifer copen ❤️🫶🏼,0
𝐉𝐔𝐍𝐈𝐎𝐑𝟖𝟖 bener-bener terpopuler,1
Om dedy.boleh dong minta tlg undang AIFU(aisar fuji)juga.mksh,0
Sampai cape banget ketawa terus😂😂😂😂,0
"GG habis, B3rj4mu terus di 𝐬𝐨𝐫𝟕𝟔",1
kakanyaa cantik bngttt asliiii😊 kaya game di ambil4d cantik2 dan ngasi rezeki terus,1
"Gue coba-coba main di 𝑮𝟎𝑳𝑫𝟑𝑵, dapet jackpot x500 langsung WD 1 juta. Cuan gede, lo pasti harus coba juga, siapa tau hoki kayak gue!",1
Tim yg tidak menghujat mamari ❤,0
Ditanya perawan apa tidak? Gk nonton soalnya,0
"Jd penasaran, siapa sih yg pernah ribut pas di podhub wkwk",0
Slot gacor hari ini sedang panas di 𝗣𝗟𝗨𝗧𝗢𝟴𝟴,1
Tempat Nya Para Sultan Bermain Hanya Di ⚡ 𝐆𝐀𝐋𝐀𝐗𝐘𝟗𝟗𝟖 ⚡,1
Konten prank 𝐉𝐔𝐍𝐈𝐎𝐑𝟖𝟖 selalu ditunggu-tunggu viewers.,1
Gak perlu pusing mikirin masa depan kalo udah join 💫𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓 💫,1
"Kalo udah main di 𝐀𝐆𝘜𝙎𝑇O𝙏𝙊, ketagihan pasti soalnya gacor bgt",1
fitrop + jengkelin hmm ... ruame kayanya 😄,0
